,signal,timestamp,user_1,user_2
0,-50,0.0,0.0,1.0
1,-70,300.0,0.0,19.0
2,-100,600.0,0.0,19.0
3,-100,600.0,0.0,19.0
4,-80,600.0,0.0,19.0
5,-95,2100.0,0.0,18.0
6,-95,2400.0,0.0,1.0
7,-70,2400.0,0.0,1.0
8,-1,3000.0,0.0,19.0
9,-10,3000.0,0.0,16.0
10,-50,3000.0,0.0,19.0
11,-100,3300.0,0.0,17.0
12,-10,3600.0,0.0,19.0
13,-80,4500.0,0.0,19.0
14,-70,4500.0,0.0,19.0
15,-95,4800.0,0.0,19.0
16,-50,4800.0,0.0,19.0
17,-70,4800.0,0.0,18.0
18,-50,5100.0,0.0,17.0
19,-90,5400.0,0.0,19.0
20,-70,6000.0,0.0,19.0
21,-80,6300.0,0.0,3.0
22,-80,6300.0,0.0,1.0
23,-95,6600.0,0.0,19.0
24,-100,6900.0,0.0,1.0
25,-1,7500.0,0.0,1.0
26,-100,7800.0,0.0,2.0
27,-10,7800.0,0.0,3.0
28,-10,7800.0,0.0,2.0
29,-100,8100.0,0.0,18.0
30,-10,8700.0,0.0,1.0
31,-100,8700.0,0.0,2.0
32,-1,8700.0,0.0,4.0
33,-95,9000.0,0.0,2.0
34,-80,9000.0,0.0,2.0
35,-50,9000.0,0.0,1.0
36,-1,9600.0,0.0,2.0
37,-80,9900.0,0.0,1.0
38,-95,9900.0,0.0,3.0
39,-95,9900.0,0.0,1.0
40,-95,10200.0,0.0,19.0
41,-70,10500.0,0.0,4.0
42,-80,10500.0,0.0,1.0
43,-70,10500.0,0.0,2.0
44,-70,10800.0,0.0,1.0
45,-100,10800.0,0.0,1.0
46,-100,11100.0,0.0,19.0
47,-80,11400.0,0.0,19.0
48,-80,12000.0,0.0,18.0
49,-95,12000.0,0.0,18.0
50,-95,13800.0,0.0,2.0
51,-70,14100.0,0.0,19.0
52,-90,14100.0,0.0,19.0
53,-100,14400.0,0.0,3.0
54,-95,14400.0,0.0,1.0
55,-50,15000.0,0.0,2.0
56,-90,15300.0,0.0,1.0
57,-95,15900.0,0.0,1.0
58,-70,15900.0,0.0,1.0
59,-50,15900.0,0.0,1.0
60,-10,16200.0,0.0,19.0
61,-1,16200.0,0.0,19.0
62,-70,16200.0,0.0,19.0
63,-70,16500.0,0.0,2.0
64,-50,16800.0,0.0,18.0
65,-1,17100.0,0.0,1.0
66,-90,18000.0,0.0,19.0
67,-1,18300.0,0.0,1.0
68,-50,18300.0,0.0,4.0
69,-50,18300.0,0.0,2.0
70,-100,19200.0,0.0,2.0
71,-1,19200.0,0.0,1.0
72,-100,19800.0,0.0,2.0
73,-100,20100.0,0.0,2.0
74,-1,20100.0,0.0,1.0
75,-100,20100.0,0.0,1.0
76,-80,20400.0,0.0,1.0
77,-70,20400.0,0.0,1.0
78,-1,21000.0,0.0,17.0
79,-90,21000.0,0.0,18.0
80,-70,21000.0,0.0,19.0
81,-50,21600.0,0.0,4.0
82,-1,22200.0,0.0,19.0
83,-70,22500.0,0.0,19.0
84,-95,22500.0,0.0,19.0
85,-70,22500.0,0.0,16.0
86,-50,22800.0,0.0,2.0
87,-95,22800.0,0.0,1.0
88,-70,23100.0,0.0,19.0
89,-80,23400.0,0.0,18.0
90,-70,23400.0,0.0,18.0
91,-80,23700.0,0.0,1.0
92,-80,23700.0,0.0,2.0
93,-95,23700.0,0.0,2.0
94,-70,24000.0,0.0,18.0
95,-10,24000.0,0.0,19.0
96,-70,24000.0,0.0,18.0
97,-95,24300.0,0.0,19.0
98,-1,24600.0,0.0,4.0
99,-95,24600.0,0.0,1.0
100,-1,24900.0,0.0,1.0
101,-80,24900.0,0.0,1.0
102,-10,25500.0,0.0,19.0
103,-95,25800.0,0.0,3.0
104,-10,26400.0,0.0,1.0
105,-100,26400.0,0.0,1.0
106,-90,26400.0,0.0,1.0
107,-90,26700.0,0.0,3.0
108,-70,26700.0,0.0,1.0
109,-1,27000.0,0.0,19.0
110,-100,27300.0,0.0,1.0
111,-100,27900.0,0.0,1.0
112,-70,28500.0,0.0,2.0
113,-90,28800.0,0.0,19.0
114,-70,28800.0,0.0,19.0
115,-90,29100.0,0.0,18.0
116,-80,29100.0,0.0,19.0
117,-70,29100.0,0.0,18.0
118,-1,29400.0,0.0,19.0
119,-10,29400.0,0.0,19.0
120,-10,29400.0,0.0,18.0
121,-100,29700.0,0.0,1.0
122,-1,30000.0,0.0,1.0
123,-90,31200.0,0.0,1.0
124,-1,31500.0,0.0,1.0
125,-1,31800.0,0.0,1.0
126,-100,32100.0,0.0,2.0
127,-50,32100.0,0.0,1.0
128,-100,32100.0,0.0,2.0
129,-90,32700.0,0.0,1.0
130,-80,33300.0,0.0,1.0
131,-80,33300.0,0.0,3.0
132,-1,33300.0,0.0,1.0
133,-50,33600.0,0.0,1.0
134,-100,33600.0,0.0,2.0
135,-1,33900.0,0.0,1.0
136,-10,33900.0,0.0,1.0
137,-80,33900.0,0.0,4.0
138,-10,34200.0,0.0,2.0
139,-1,34500.0,0.0,2.0
140,-80,35400.0,0.0,2.0
141,-50,35700.0,0.0,16.0
142,-90,36000.0,0.0,1.0
143,-50,36000.0,0.0,1.0
144,-70,36300.0,0.0,19.0
145,-50,36900.0,0.0,1.0
146,-10,37500.0,0.0,1.0
147,-95,38100.0,0.0,19.0
148,-50,38100.0,0.0,18.0
149,-80,38100.0,0.0,19.0
150,-50,38400.0,0.0,19.0
151,-80,38400.0,0.0,19.0
152,-50,38700.0,0.0,19.0
153,-80,39600.0,0.0,1.0
154,-10,39900.0,0.0,19.0
155,-70,40200.0,0.0,19.0
156,-10,40200.0,0.0,19.0
157,-100,40200.0,0.0,19.0
158,-80,40800.0,0.0,19.0
159,-1,41100.0,0.0,19.0
160,-100,41100.0,0.0,19.0
161,-50,41400.0,0.0,16.0
162,-50,42300.0,0.0,19.0
163,-70,42300.0,0.0,18.0
164,-80,42300.0,0.0,19.0
165,-1,42600.0,0.0,2.0
166,-80,42600.0,0.0,3.0
167,-80,42600.0,0.0,1.0
168,-95,42900.0,0.0,19.0
169,-50,43200.0,0.0,2.0
170,-1,43800.0,0.0,19.0
171,-10,44100.0,0.0,1.0
172,-100,44100.0,0.0,1.0
173,-10,44700.0,0.0,18.0
174,-50,44700.0,0.0,19.0
175,-70,45000.0,0.0,19.0
176,-70,46500.0,0.0,17.0
177,-90,46800.0,0.0,16.0
178,-1,46800.0,0.0,19.0
179,-95,47100.0,0.0,1.0
180,-95,47400.0,0.0,19.0
181,-90,48000.0,0.0,1.0
182,-95,48000.0,0.0,2.0
183,-90,48300.0,0.0,1.0
184,-1,48300.0,0.0,1.0
185,-1,48600.0,0.0,2.0
186,-50,48600.0,0.0,2.0
187,-70,48900.0,0.0,19.0
188,-1,49200.0,0.0,1.0
189,-100,49500.0,0.0,19.0
190,-70,50100.0,0.0,1.0
191,-80,50400.0,0.0,19.0
192,-10,50700.0,0.0,19.0
193,-70,50700.0,0.0,19.0
194,-1,50700.0,0.0,19.0
195,-90,51600.0,0.0,1.0
196,-90,52200.0,0.0,19.0
197,-10,52500.0,0.0,18.0
198,-100,53700.0,0.0,4.0
199,-1,53700.0,0.0,2.0
200,-90,54000.0,0.0,1.0
201,-90,54600.0,0.0,1.0
202,-100,54600.0,0.0,2.0
203,-1,54900.0,0.0,18.0
204,-80,54900.0,0.0,19.0
205,-100,55500.0,0.0,1.0
206,-100,55800.0,0.0,18.0
207,-70,56700.0,0.0,17.0
208,-80,56700.0,0.0,19.0
209,-90,57000.0,0.0,19.0
210,-50,57300.0,0.0,17.0
211,-50,57300.0,0.0,19.0
212,-50,57300.0,0.0,19.0
213,-70,57600.0,0.0,1.0
214,-95,57900.0,0.0,1.0
215,-1,57900.0,0.0,3.0
216,-95,57900.0,0.0,2.0
217,-50,59100.0,0.0,19.0
218,-50,59100.0,0.0,18.0
219,-50,59100.0,0.0,19.0
220,-95,59400.0,0.0,4.0
221,-100,59400.0,0.0,2.0
222,-70,59400.0,0.0,2.0
223,-50,59700.0,0.0,18.0
224,-90,60000.0,0.0,19.0
225,-100,60300.0,0.0,2.0
226,-100,60600.0,0.0,19.0
227,-50,61500.0,0.0,1.0
228,-95,61800.0,0.0,18.0
229,-1,62100.0,0.0,19.0
230,-70,62400.0,0.0,19.0
231,-90,62400.0,0.0,19.0
232,-95,62700.0,0.0,2.0
233,-10,62700.0,0.0,2.0
234,-10,63000.0,0.0,18.0
235,-90,63300.0,0.0,16.0
236,-95,63300.0,0.0,19.0
237,-90,63300.0,0.0,19.0
238,-1,63900.0,0.0,2.0
239,-95,63900.0,0.0,4.0
240,-90,63900.0,0.0,2.0
241,-50,64200.0,0.0,3.0
242,-95,65100.0,0.0,19.0
243,-80,65400.0,0.0,16.0
244,-100,65700.0,0.0,19.0
245,-90,66000.0,0.0,1.0
246,-95,66300.0,0.0,1.0
247,-100,67200.0,0.0,1.0
248,-70,67500.0,0.0,1.0
249,-10,67500.0,0.0,1.0
250,-70,68400.0,0.0,19.0
251,-90,68700.0,0.0,2.0
252,-80,68700.0,0.0,2.0
253,-100,69300.0,0.0,2.0
254,-80,69300.0,0.0,3.0
255,-80,69300.0,0.0,1.0
256,-95,69600.0,0.0,19.0
257,-70,69600.0,0.0,17.0
258,-95,69600.0,0.0,19.0
259,-1,70200.0,0.0,1.0
260,-100,71700.0,0.0,19.0
261,-1,71700.0,0.0,19.0
262,-10,72300.0,0.0,19.0
263,-70,72300.0,0.0,19.0
264,-80,72600.0,0.0,19.0
265,-70,73200.0,0.0,1.0
266,-1,73200.0,0.0,1.0
267,-95,74700.0,0.0,19.0
268,-10,75000.0,0.0,18.0
269,-90,75000.0,0.0,16.0
270,-10,75000.0,0.0,18.0
271,-1,75600.0,0.0,4.0
272,-95,75600.0,0.0,1.0
273,-95,75600.0,0.0,1.0
274,-95,75900.0,0.0,19.0
275,-100,76200.0,0.0,2.0
276,-90,76200.0,0.0,2.0
277,-10,76500.0,0.0,1.0
278,-95,77100.0,0.0,18.0
279,-1,77400.0,0.0,1.0
280,-1,78000.0,0.0,18.0
281,-90,78600.0,0.0,16.0
282,-95,78600.0,0.0,19.0
283,-90,78900.0,0.0,1.0
284,-80,79500.0,0.0,19.0
285,-100,79500.0,0.0,19.0
286,-50,80400.0,0.0,19.0
287,-100,80400.0,0.0,19.0
288,-1,80400.0,0.0,19.0
289,-95,80700.0,0.0,1.0
290,-100,81300.0,0.0,16.0
291,-70,81900.0,0.0,19.0
292,-95,81900.0,0.0,18.0
293,-70,81900.0,0.0,19.0
294,-1,82800.0,0.0,1.0
295,-10,83100.0,0.0,18.0
296,-1,83400.0,0.0,1.0
297,-100,83400.0,0.0,2.0
298,-95,83700.0,0.0,19.0
299,-10,84000.0,0.0,16.0
300,-1,84300.0,0.0,19.0
301,-100,84300.0,0.0,19.0
302,-95,84300.0,0.0,19.0
303,-50,84600.0,0.0,1.0
304,-90,85200.0,0.0,1.0
305,-95,85800.0,0.0,1.0
306,-50,85800.0,0.0,1.0
307,-90,85800.0,0.0,1.0
308,-90,86100.0,0.0,1.0
309,-90,86100.0,0.0,2.0
310,-95,86100.0,0.0,2.0
311,-50,87000.0,0.0,1.0
312,-80,87000.0,0.0,1.0
313,-80,87000.0,0.0,1.0
314,-70,87300.0,0.0,3.0
315,-50,87600.0,0.0,19.0
316,-50,87600.0,0.0,19.0
317,-95,88200.0,0.0,16.0
318,-100,88200.0,0.0,19.0
319,-10,88200.0,0.0,19.0
320,-50,89100.0,0.0,1.0
321,-70,89700.0,0.0,19.0
322,-10,89700.0,0.0,19.0
323,-1,90000.0,0.0,19.0
324,-90,90300.0,0.0,19.0
325,-1,90600.0,0.0,19.0
326,-95,90900.0,0.0,1.0
327,-90,91200.0,0.0,1.0
328,-80,91800.0,0.0,1.0
329,-100,92100.0,0.0,19.0
330,-100,92700.0,0.0,18.0
331,-1,93600.0,0.0,2.0
332,-95,93900.0,0.0,18.0
333,-1,93900.0,0.0,17.0
334,-100,93900.0,0.0,16.0
335,-1,94500.0,0.0,1.0
336,-50,94800.0,0.0,2.0
337,-95,95100.0,0.0,1.0
338,-70,95400.0,0.0,1.0
339,-1,95400.0,0.0,1.0
340,-80,96000.0,0.0,18.0
341,-100,96000.0,0.0,18.0
342,-10,96000.0,0.0,19.0
343,-90,96300.0,0.0,1.0
344,-10,96600.0,0.0,19.0
345,-70,96600.0,0.0,18.0
346,-100,96900.0,0.0,1.0
347,-1,97200.0,0.0,4.0
348,-70,97500.0,0.0,16.0
349,-95,97800.0,0.0,1.0
350,-100,98100.0,0.0,1.0
351,-95,98100.0,0.0,1.0
352,-80,98400.0,0.0,19.0
353,-1,98700.0,0.0,2.0
354,-70,98700.0,0.0,2.0
355,-10,98700.0,0.0,1.0
356,-100,99300.0,0.0,18.0
357,-1,99300.0,0.0,19.0
358,-95,101100.0,0.0,18.0
359,-10,101100.0,0.0,18.0
360,-1,101100.0,0.0,19.0
361,-80,101400.0,0.0,2.0
362,-1,101400.0,0.0,1.0
363,-70,101400.0,0.0,1.0
364,-50,102000.0,0.0,18.0
365,-50,102600.0,0.0,1.0
366,-80,102600.0,0.0,3.0
367,-90,102900.0,0.0,19.0
368,-70,103500.0,0.0,18.0
369,-50,104100.0,0.0,2.0
370,-90,104100.0,0.0,1.0
371,-1,104400.0,0.0,18.0
372,-95,104700.0,0.0,1.0
373,-90,105000.0,0.0,3.0
374,-80,105300.0,0.0,17.0
375,-1,105900.0,0.0,2.0
376,-10,105900.0,0.0,4.0
377,-90,106200.0,0.0,18.0
378,-1,106200.0,0.0,19.0
379,-70,106800.0,0.0,4.0
380,-100,107100.0,0.0,1.0
381,-100,107400.0,0.0,19.0
382,-50,107400.0,0.0,18.0
383,-10,107700.0,0.0,18.0
384,-70,108000.0,0.0,1.0
385,-1,108300.0,0.0,1.0
386,-1,108600.0,0.0,17.0
387,-1,108600.0,0.0,19.0
388,-100,108600.0,0.0,19.0
